('比亚迪 2017款 1.5T 秦100', 'https://image1.guazistatic.com/qn180707150714c32a5f72905d31e58e868a72039de528.jpg', '2017年', '13.00万', '22.80万')
('比亚迪S6 2013款 白金版 2.0L 手动豪华型', 'https://image.guazistatic.com/gz01180602/11/14/276b6aaec9a121a69623231f3dbc7387.jpg', '2015年', '4.05万', '8.70万')
('比亚迪F3 2011款 1.5L 新白金版舒适型', 'https://image1.guazistatic.com/qn1807091151312cabef4b4f2d1dc1a881b473b5b945dc.jpg', '6.9万公里', '1.60万', '5.70万')
('比亚迪秦 2017款 1.5T 尊贵型', 'https://image1.guazistatic.com/qn1805091619162c661831459fbabd45c75c8870370433.jpg', '2015年', '12.28万', '20.20万')
('比亚迪L3 2012款 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn171211071933e4f8210a4eb3db20d4b255d0dff63507.jpg', '5.0万公里', '2.85万', '5.90万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image.guazistatic.com/gz01180701/16/15/d1cdbeac5ae17cba6d619fa0983fc111.jpg', '2016年', '8.00万', '14.10万')
('比亚迪S6 2014款 2.0L 手动豪华型 5座', 'https://image.guazistatic.com/gz01180513/13/10/9c1f307b7c08582692cd3715410b90d3.jpg', '3.3万公里', '4.20万', '8.70万')
('比亚迪S6 2013款 劲悦版 2.0L 手动豪华型 5座', 'https://image.guazistatic.com/gz01180703/17/07/e92a1a6bd1a04f2c503e2c149ecf52e4.jpg', '2016年', '3.50万', '8.70万')
('比亚迪S6 2012款 2.0L 手动尊贵型', 'https://image1.guazistatic.com/qn180616121754f63d9d0d3f5f7ea023e2d825e159322c.jpg', '0.6万公里', '4.50万', '11.70万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image1.guazistatic.com/qn180706015444713e94084b32c65e41a243f7f3fdbd71.jpg', '2015年', '8.00万', '14.10万')
('比亚迪S7 2015款 2.0T 自动尊贵型', 'https://image1.guazistatic.com/qn180709050446518b48b29bd33f8a2e6fd844a2b76516.jpg', '4.3万公里', '8.30万', '14.10万')
('比亚迪S6 2011款 2.0L 手动豪华型', 'https://image.guazistatic.com/gz01180615/17/50/7884c12fad2556cf174f0392ba7be4b8.jpg', '2011年', '3.65万', '9.80万')
('比亚迪 速锐 2015款 改款 1.5L 手动豪华型', 'https://image.guazistatic.com/gz01180703/18/43/b63c9098f2eba28c01452d79a282d160.jpg', '8.2万公里', '4.80万', '8.30万')
('比亚迪F3R 2009款 金钻版 1.6L 自动档', 'https://image1.guazistatic.com/qn1807051721419e553b6442e3c5b400367f3e24d3a4f5.jpg', '2014年', '1.50万', '7.60万')
('比亚迪S6 2011款 2.0L 手动豪华型', 'https://image1.guazistatic.com/qn171231002309c16c3da62a2bf9d10f4420150dbecb52.jpg', '4.7万公里', '3.20万', '9.80万')
('比亚迪G5 2014款 1.5TID 自动旗舰型', 'https://image1.guazistatic.com/qn180708093518681b877b7a273af56c5e239a9e3a0e63.jpg', '2015年', '5.80万', '11.20万')
('比亚迪S7 2015款 2.0T 升级版 自动尊贵型', 'https://image.guazistatic.com/gz01180610/11/08/d1feb52857d5485f5309fa7d02f7a158.jpg', '3.5万公里', '7.15万', '14.10万')
('比亚迪M6 2013款 2.4L 手动尊贵型', 'https://image.guazistatic.com/gz01180619/11/47/68f3e5dc6add8f919c681c6b5243abc1.jpg', '2013年', '4.60万', '14.80万')
('比亚迪F3 2012款 节能版 1.5L 手动标准型', 'https://image1.guazistatic.com/qn171027194606fdb2de58d058afaa5b4b53dbfd2f388f.jpg', '2.2万公里', '2.20万', '5.50万')
('比亚迪F6 2010款 黄金版 2.4L 自动尊贵型', 'https://image1.guazistatic.com/qn1807111314090e1941adfb36bd724c4fc8519495ce3c.jpg', '2012年', '2.80万', '14.10万')
('比亚迪F3 2008款 1.5L 白金版豪华型GLX-i', 'https://image1.guazistatic.com/qn180415113922ab9e842760180f7d42c798dcc92d8afc.jpg', '10.5万公里', '1.46万', '7.70万')
('比亚迪F3 2011款 1.5L 新白金版标准型', 'https://image.guazistatic.com/gz01180704/10/51/79cf6ef9672100280b6e481ddb7ff9b2.jpg', '2017年', '1.78万', '6.20万')
('比亚迪F6 2010款 黄金版 2.4L 自动尊贵型', 'https://image.guazistatic.com/gz01180620/16/43/ccf36dc4588cf4fd5b661297f3bc56f5.jpg', '1.3万公里', '2.18万', '14.10万')
('比亚迪G6 2013款 1.5TID 自动尊荣型', 'https://image1.guazistatic.com/qn180710185406992aaa8193a03f744be97d96581f11a8.jpg', '2013年', '4.80万', '12.60万')
('比亚迪S6 2011款 2.0L 手动尊贵型', 'https://image1.guazistatic.com/qn180712103852da608e8462fbc4badd461cdcd10c8496.jpg', '4.4万公里', '3.30万', '11.70万')
