('哈弗H2 2015款 1.5T 自动两驱精英版', 'https://image.guazistatic.com/gz01180329/15/23/542bfed598c16e92ad721bc07322577b.jpg', '2015年', '7.50万', '12.70万')
('哈弗H6 2014款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn1702141204117d385a3fc025fb088c5a4e1f936dcdcf.jpg', '1.0万公里', '7.30万', '14.00万')
('哈弗H5 2012款 欧风版 2.0L 两驱豪华型', 'https://image.guazistatic.com/gz01180408/19/11/e93a27570cd25410ca23adb6ea366756.jpg', '10.8万公里', '4.30万', '10.10万')
('哈弗H2s 2017款 蓝标 1.5T 手动舒适型', 'https://image1.guazistatic.com/qn180708113536e0d95673ddf372a6633066a7aeb6baed.jpg', '2016年', '7.00万', '9.10万')
('哈弗H6 2013款 升级版 1.5T 手动两驱精英型', 'https://image.guazistatic.com/gz01180624/14/50/63d932f394e7d0bc4d0176e949fcc542.jpg', '4.8万公里', '6.00万', '12.60万')
('哈弗H6 Coupe 2016款 蓝标 1.5T 手动两驱都市型', 'https://image.guazistatic.com/gz01180608/17/17/0f356a31899539ca266a56a9068125c9.jpg', '4.5万公里', '7.82万', '11.80万')
('哈弗H6 2015款 运动版 1.5T 自动两驱豪华型', 'https://image1.guazistatic.com/qn180314151918dfabaa42de525a70a61177bf38e497ee.jpg', '2016年', '9.00万', '14.80万')
('哈弗H6 2015款 升级版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn180706164737dcedb757df45455b0604b0cf9ce5a7ee.jpg', '2017年', '6.30万', '11.90万')
('哈弗H6 2015款 升级版 1.5T 手动两驱尊贵型', 'https://image1.guazistatic.com/qn1801201816106421d8e7c5a70ece9ed4f5e5eaa83fef.jpg', '2.7万公里', '7.28万', '13.30万')
('哈弗H2 2016款 红标 1.5T 自动两驱精英型', 'https://image.guazistatic.com/gz01180429/16/05/9fca06df8f7b3fd83a1335467b861cbd.jpg', '2015年', '9.50万', '12.70万')
('哈弗H6 2014款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn18070916504188dbe527eb1d3c2a473f842b5ef2ce30.jpg', '1.4万公里', '6.80万', '14.00万')
('哈弗H2 2015款 1.5T 自动两驱尊贵版', 'https://image1.guazistatic.com/qn18070619374810fea9301e65d22ca4006492a0fddabe.jpg', '3.7万公里', '7.50万', '14.00万')
('哈弗H1 2016款 红标 1.5L 手动舒适型', 'https://image1.guazistatic.com/qn180409105026e4f1523ad1404faff406886c1dc275a0.jpg', '2015年', '3.90万', '6.50万')
('哈弗H6 2014款 运动版 1.5T 手动两驱精英型', 'https://image.guazistatic.com/gz01180620/13/03/357215dd5470af51e43b3c71e202d69e.jpg', '2017年', '8.00万', '14.00万')
('哈弗H6 2015款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn170616150023a9f3fd049359901c8c32b57a7a6f2839.jpg', '2.1万公里', '8.73万', '13.40万')
('哈弗H6 2012款 2.4L 自动两驱精英型', 'https://image1.guazistatic.com/qn1712291225286647d3319407fee69aa3ea8ec1a7defa.jpg', '2015年', '5.50万', '13.50万')
('哈弗H6 2011款 绿静2.0T 手动两驱精英型', 'https://image.guazistatic.com/gz01180626/11/50/3acfe3061303d8def8fd6663cf193b85.jpg', '2.8万公里', '4.20万', '14.30万')
('哈弗H6 2016款 升级版 1.5T 手动两驱精英型', 'https://image.guazistatic.com/gz01180621/17/00/136f38f9b3c7561bec54fd2a72f6651c.jpg', '4.9万公里', '6.50万', '11.10万')
('哈弗H6 2015款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn17122612420159f11610d93d072bbf99b71891a42eb9.jpg', '2017年', '7.00万', '13.40万')
('哈弗H6 2014款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn1807051034128d8fa8a486299678c05220de9dd1c9d8.jpg', '2015年', '6.80万', '14.00万')
('哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn171113122657924c7b1afabb224da7296ebb65af163b.jpg', '0.9万公里', '8.80万', '13.40万')
('哈弗H1 2015款 1.5L 手动豪华型', 'https://image1.guazistatic.com/qn180630140523870d381a7e85182d3c1a6aef6f3d0eb7.jpg', '8.3万公里', '4.20万', '7.90万')
('哈弗H6 2013款 升级版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn18051402024596948eca47ce9a16e03e73c1d5eaa829.jpg', '2014年', '6.30万', '12.60万')
('哈弗H6 2013款 运动版 1.5T 手动两驱尊贵型', 'https://image1.guazistatic.com/qn1807131838451296df00ab1b4ed08e2abb63c0688139.jpg', '4.7万公里', '7.10万', '14.40万')
('哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型', 'https://image1.guazistatic.com/qn1807131559443c05bc8ca860903c4f6b6c242ac0eda6.jpg', '2015年', '7.20万', '13.40万')
('哈弗H2 2014款 1.5T 手动两驱精英版', 'https://image1.guazistatic.com/qn1807112128391221bef8ba5737adce57adaccfa5d8ec.jpg', '5.0万公里', '5.33万', '11.30万')
